"month","day","hour","week","alloc_1","alloc_2","alloc_3","alloc_4","alloc_5","alloc_6","alloc_7","alloc_8"
7,22,15,TRUE,0.0630883248447946,0.0032379943341534,0.115676113966803,0.0702751305143292,0.0958317284874291,0.0596930709591544,0.577839426361608,0.0143582105317282
7,22,16,TRUE,0.0601223977107381,0.00525087595090473,0.0885818714779335,0.0619385647178655,0.101483906671329,0.0626664348911248,0.605700112611052,0.0142558359690524
7,22,17,TRUE,0.0526210164646428,0.0062131226465359,0.0809198320627137,0.0544822912064752,0.103601949667026,0.0596215405316058,0.624158790769196,0.0183814566518047
7,22,18,TRUE,0.048602784168388,0.00548930143102822,0.0578138812478783,0.0526745301664376,0.113037836613025,0.0629148838854442,0.649142326822449,0.0103244556653497
7,22,19,TRUE,0.0397048594202519,0.00415830634000335,0.0502138773706429,0.0546025455936208,0.122310603515928,0.0726262222571603,0.647632901474144,0.00875068402824863
7,22,20,TRUE,0,0,0,0,0,0,0,0
7,22,21,TRUE,0,0,0,0,0,0,0,0
7,22,22,TRUE,0,0,0,0,0,0,0,0
7,22,23,TRUE,0,0,0,0,0,0,0,0
7,23,0,TRUE,0,0,0,0,0,0,0,0
7,23,1,TRUE,0,0,0,0,0,0,0,0
7,23,2,TRUE,0,0,0,0,0,0,0,0
7,23,3,TRUE,0,0,0,0,0,0,0,0
7,23,4,TRUE,0,0,0,0,0,0,0,0
7,23,5,TRUE,0,0,0,0,0,0,0,0
7,23,6,TRUE,0.0870845821169662,0.00167060894111876,0.0873132002207628,0.0648131164316688,0.0650393513322224,0.082899528189911,0.603110128173821,0.00806948459352909
7,23,7,TRUE,0.0813261160473029,0.00238503783707227,0.074980878397265,0.0730140741973886,0.110909363071559,0.0762691019724309,0.564416429166917,0.0166989993100644
7,23,8,TRUE,0.0814267135537567,0.00388261283383205,0.0633340632440983,0.0724688085976416,0.114363950088428,0.0685647458579086,0.568385279592645,0.0275738262316896
7,23,9,TRUE,0.0801773163328047,0.00428131213332065,0.0657809586960255,0.0825080628454172,0.112672597720544,0.0682961482168725,0.561055183737392,0.0252284203176235
7,23,10,TRUE,0.0798823558516943,0.00516509605132959,0.0691356152335599,0.0716964918498403,0.104624627444282,0.063779937161852,0.58529483334878,0.0204210430586618
7,23,11,TRUE,0.0769169144375772,0.00559798668289495,0.0803169021395478,0.0721311565631953,0.0905095285818287,0.0924231144859449,0.566787648588458,0.0153167485205529
7,23,12,TRUE,0.069944718289676,0.00663044031267596,0.0908315132631454,0.072303125585837,0.0923297485632547,0.0906076882786418,0.563576766523946,0.013775999182823
7,23,13,TRUE,0.0674653362369328,0.0065186084025528,0.120655585216689,0.0702809352942788,0.0876897049910077,0.0831030203276781,0.551653622005327,0.0126331875255338
7,23,14,TRUE,0.0707889786271412,0.0053388944128967,0.117072391671912,0.0810605323586821,0.0839302312124727,0.0798898587004681,0.548869045781874,0.0130500672345532
7,23,15,TRUE,0.0630883248447946,0.0032379943341534,0.115676113966803,0.0702751305143292,0.0958317284874291,0.0596930709591544,0.577839426361608,0.0143582105317282
7,23,16,TRUE,0.0601223977107381,0.00525087595090473,0.0885818714779335,0.0619385647178655,0.101483906671329,0.0626664348911248,0.605700112611052,0.0142558359690524
7,23,17,TRUE,0.0526210164646428,0.0062131226465359,0.0809198320627137,0.0544822912064752,0.103601949667026,0.0596215405316058,0.624158790769196,0.0183814566518047
7,23,18,TRUE,0.048602784168388,0.00548930143102822,0.0578138812478783,0.0526745301664376,0.113037836613025,0.0629148838854442,0.649142326822449,0.0103244556653497
7,23,19,TRUE,0.0397048594202519,0.00415830634000335,0.0502138773706429,0.0546025455936208,0.122310603515928,0.0726262222571603,0.647632901474144,0.00875068402824863
7,23,20,TRUE,0,0,0,0,0,0,0,0
7,23,21,TRUE,0,0,0,0,0,0,0,0
7,23,22,TRUE,0,0,0,0,0,0,0,0
7,23,23,TRUE,0,0,0,0,0,0,0,0
7,24,0,TRUE,0,0,0,0,0,0,0,0
7,24,1,TRUE,0,0,0,0,0,0,0,0
7,24,2,TRUE,0,0,0,0,0,0,0,0
7,24,3,TRUE,0,0,0,0,0,0,0,0
7,24,4,TRUE,0,0,0,0,0,0,0,0
7,24,5,TRUE,0,0,0,0,0,0,0,0
7,24,6,TRUE,0.0870845821169662,0.00167060894111876,0.0873132002207628,0.0648131164316688,0.0650393513322224,0.082899528189911,0.603110128173821,0.00806948459352909
7,24,7,TRUE,0.0813261160473029,0.00238503783707227,0.074980878397265,0.0730140741973886,0.110909363071559,0.0762691019724309,0.564416429166917,0.0166989993100644
7,24,8,TRUE,0.0814267135537567,0.00388261283383205,0.0633340632440983,0.0724688085976416,0.114363950088428,0.0685647458579086,0.568385279592645,0.0275738262316896
7,24,9,TRUE,0.0801773163328047,0.00428131213332065,0.0657809586960255,0.0825080628454172,0.112672597720544,0.0682961482168725,0.561055183737392,0.0252284203176235
7,24,10,TRUE,0.0798823558516943,0.00516509605132959,0.0691356152335599,0.0716964918498403,0.104624627444282,0.063779937161852,0.58529483334878,0.0204210430586618
7,24,11,TRUE,0.0769169144375772,0.00559798668289495,0.0803169021395478,0.0721311565631953,0.0905095285818287,0.0924231144859449,0.566787648588458,0.0153167485205529
7,24,12,TRUE,0.069944718289676,0.00663044031267596,0.0908315132631454,0.072303125585837,0.0923297485632547,0.0906076882786418,0.563576766523946,0.013775999182823
7,24,13,TRUE,0.0674653362369328,0.0065186084025528,0.120655585216689,0.0702809352942788,0.0876897049910077,0.0831030203276781,0.551653622005327,0.0126331875255338
7,24,14,TRUE,0.0707889786271412,0.0053388944128967,0.117072391671912,0.0810605323586821,0.0839302312124727,0.0798898587004681,0.548869045781874,0.0130500672345532
7,24,15,TRUE,0.0630883248447946,0.0032379943341534,0.115676113966803,0.0702751305143292,0.0958317284874291,0.0596930709591544,0.577839426361608,0.0143582105317282
7,24,16,TRUE,0.0601223977107381,0.00525087595090473,0.0885818714779335,0.0619385647178655,0.101483906671329,0.0626664348911248,0.605700112611052,0.0142558359690524
7,24,17,TRUE,0.0526210164646428,0.0062131226465359,0.0809198320627137,0.0544822912064752,0.103601949667026,0.0596215405316058,0.624158790769196,0.0183814566518047
7,24,18,TRUE,0.048602784168388,0.00548930143102822,0.0578138812478783,0.0526745301664376,0.113037836613025,0.0629148838854442,0.649142326822449,0.0103244556653497
